ID,Name,Description,Vegan,Vegetarian,Gluten Free,Contains Nuts,Checked Dietary,Category,Category Description,Brand Name,Modifier Group,Modifier Group Description
1291,Assorted Soda Can,"an assortment of coke, diet coke, sprite, sprite zero, root beer and ginger ale",false,false,false,false,true,Drinks,,Sam Lagrassas,,
1292,Individual Bottled Waters,,false,false,false,false,true,Drinks,,Sam Lagrassas,,
1293,Assorted Individual Snapple,"an assortment of lemon, diet lemon and diet peach",false,false,false,false,true,Drinks,,Sam Lagrassas,,
1304,Churro w/ caramel on the side,,false,false,false,false,true,Desserts,,Jose's Torta Mexicana,,
1327,Half Tray of House Salad,"Fresh mixed greens, cherry tomatoes, cucumbers, and carrots with champagne vinaigrette.",false,true,true,false,true,Sides,,SliderBar,,
1328,Half Tray of Hail Caesar Salad,"Romaine, shaved parmesan, croutons, and caesar dressing.",false,true,false,false,true,Sides,,SliderBar,,
1329,Half Tray of Chop Chop Salad,"Chopped romaine and kale, crumbled feta cheese, artichoke hearts, kalamata olives, red onions, garbanzo beans, roasted red peppers, cherry tomatoes with a red wine vinaigrette.",false,true,false,false,true,Sides,,SliderBar,,
1331,Half Tray of Classic Belgian Fries,,false,true,true,false,true,Sides,,SliderBar,,
1332,Half Tray of Sweet Potato Fries,,false,true,true,false,true,Sides,,SliderBar,,
1333,Half Tray of Garlic & Parsley Fries,,false,true,true,false,true,Sides,,SliderBar,,
1340,Tray of Mac & Cheese,,false,true,false,false,true,Sides,,Marvin Gardens Catering,,
1382,Bottle of Red Wine,Corkscrew required for opening,false,false,false,false,true,Beer & Wine,,Arguello Catering,,
1383,Bottle of White Wine,Corkscrew required for opening,false,false,false,false,true,Beer & Wine,,Arguello Catering,,
1405,Whole Pie - Sweet Potato Pie,"If you'd like, please specify between pumpkin, pecan, apple, or sweet potato",false,true,false,false,true,Desserts,,Marvin Gardens Catering,,
1406,Individual Mini Pumpkin Tarts,,false,true,false,false,true,Desserts,,Arguello Catering,,
1429,Tray of Mac & Cheese,with garlic breadcrumbs,false,true,false,false,true,Catering Sides,,Arguello Catering,,
1434,Classic Garden Salad, with Italian and ranch dressing,false,true,false,false,true,Sides,,Sensational Foods,,
1435,Grilled Seasonal Vegetables,,true,false,true,false,true,Sides,,Sensational Foods,,
1436,Grilled Corn and Avocado Salad,with black beans and cilantro,true,false,true,false,true,Sides,,Sensational Foods,,
1437,Caprese Salad,"with fresh mozzarella, tomato, and basil",false,true,true,false,true,Sides,,Sensational Foods,,
1438,Pesto Bowtie Side Pasta Salad,,false,true,false,true,true,Sides,,Sensational Foods,,
1439,Roasted Red Bliss Potatoes, with rosemary and garlic,true,false,true,false,true,Sides,,Sensational Foods,,
1440,"Assorted Homemade Brownies, Bars, and Cookies",,false,true,false,false,true,Desserts,,Sensational Foods,,
1441,Assorted Mini French Pastries,,false,false,false,false,true,Desserts,,Sensational Foods,,
1442,Assorted Cookie,,false,true,false,false,true,Desserts,,Sensational Foods,,
1443,Fresh Seasonal Sliced Fruit,,true,false,true,false,true,Desserts,,Sensational Foods,,
1444,Individual Assorted Soda,,false,false,false,false,true,Drinks,,Sensational Foods,,
1445,Individual Bottled Waters,,false,false,false,false,true,Drinks,,Sensational Foods,,
1446,Individual Assorted Juice,,false,false,false,false,true,Drinks,,Sensational Foods,,
1447,Coffee,"Coffee is served in large boxes (NOT individually) Creamer, stirrers, cups, lids and sugar are included.",false,false,false,false,true,Drinks,,Sensational Foods,,
1448,Tea,"Hot water is served in large boxes (NOT individually) Creamer, stirrers, cups, lids and sugar are included.",false,false,false,false,true,Drinks,,Sensational Foods,,
1458,Tray of Orzo Salad,"With peppers, spinach, and feta",false,true,false,false,true,Catering Sides,,Simple Fare,,
1459,Tray of Lemon Asparagus Risotto,,false,true,true,false,true,Catering Sides,,Simple Fare,,
1460,Tray of Roasted Seasonal Veggies,,true,false,true,false,true,Catering Sides,,Simple Fare,,
1461,Tray of Creamy Mashed Potatoes,With gravy,false,true,true,false,true,Catering Sides,,Simple Fare,,
1462,Tray of Wild Rice Pilaf,,true,false,true,false,true,Catering Sides,,Simple Fare,,
1463,Tray of Green Beans with Almonds,,true,false,false,true,true,Catering Sides,,Simple Fare,,
1464,Tray of Red Bliss Potato Salad,,false,true,true,false,true,Catering Sides,,Simple Fare,,
1465,Tray of Roasted Brussel Sprouts,,true,false,true,false,true,Catering Sides,,Simple Fare,,
1466,Tray of Grilled Asparagus,,true,false,true,false,true,Catering Sides,,Simple Fare,,
1467,Tray of Ginger Mashed Sweet Potatoes,,false,true,true,false,true,Catering Sides,,Simple Fare,,
1468,Tray of Pesto Pasta Salad,,false,true,false,true,true,Catering Sides,,Simple Fare,,
1469,Assorted Cookies,,false,true,false,false,true,Desserts,,Simple Fare,,
1471,Assorted Dessert Bars,,false,true,false,false,true,Desserts,,Simple Fare,,
1472,Bottled water,,false,false,false,false,true,Drinks,,Simple Fare,,
1473,Soda,,false,false,false,false,true,Drinks,,Simple Fare,,
1474,Assorted Juice Bottle,,false,false,false,false,true,Drinks,,Simple Fare,,
1475,Box of Coffee,"With the works (milk, sugar, etc.)",false,false,false,false,true,Drinks,,Simple Fare,,
1476,Box of Hot Water and Tea Bags,,false,false,false,false,true,Drinks,,Simple Fare,,
1477,Tray of Pear Salad,"With pecans, tomatoes, and goat cheese",false,true,true,true,true,Salads,,Simple Fare,,
1478,Tray of Greek Salad,"With feta, tomatoes, olives, and onions",false,true,true,false,true,Salads,,Simple Fare,,
1479,Tray of Cranberry Walnut Salad,With blue cheese,false,true,true,true,true,Salads,,Simple Fare,,
1480,Tray of Spinach Portobello Salad,,false,true,true,false,true,Salads,,Simple Fare,,
1481,Tray of Caesar Salad,With parmesan and croutons,false,true,false,false,true,Salads,,Simple Fare,,
